FK;KD_JENIS_TRANSAKSI;FG_PENGGANTI;NOMOR_FAKTUR;MASA_PAJAK;TAHUN_PAJAK;TANGGAL_FAKTUR;NPWP;NAMA;ALAMAT_LENGKAP;JUMLAH_DPP;JUMLAH_PPN;JUMLAH_PPNBM;ID_KETERANGAN_TAMBAHAN;FG_UANG_MUKA;UANG_MUKA_DPP;UANG_MUKA_PPN;UANG_MUKA_PPNBM;REFERENSI;BRANCH;PAJAK_LINE_ID;AKUN_PENDAPATAN;INVOICE_NUMBER;MATA_UANG
LT;NPWP;NAMA;JALAN;BLOK;NOMOR;RT;RW;KECAMATAN;KELURAHAN;KABUPATEN;PROPINSI;KODE_POS;NOMOR_TELEPON;;;;;;;;;;
OF;KODE_OBJEK;NAMA;HARGA_SATUAN;JUMLAH_BARANG;HARGA_TOTAL;DISKON;DPP;PPN;TARIF_PPNBM;PPNBM;;;;;;;;;;;;;
FK;01;0;2133561262;06;2021;17/06/2021;032081812093000;"PT PENGEMBANG PELABUHAN INDONESIA";"Gedung Kobexindo Lantai 4, Jl. Pasir Putih Raya Blok E-5-D, Jakarta Utara Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";37397160;3739716;0;;0;0;0;0;;000;4333296;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";37397160;1.0;37397160;0.0;37397160;3739716.0;0;0.0
FK;01;0;2133561263;06;2021;17/06/2021;010600112093000;"PT PENGERUKAN INDONESIA";"JL. RAYA ANCOL BARU-JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";35070840;3507084;0;;0;0;0;0;;000;4333297;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;2133561264;06;2021;17/06/2021;316027192042000;"PT INTEGRASI LOGISTIK CIPTA SOLUSI";"PLAZA TELKOM JAKUT LT. 4 JL. YOS SUDARSO KAV 23-24 KEBON BAWANG TANJUNG PRIOK-JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";35070840;3507084;0;;0;0;0;0;;000;4333298;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;2133561265;06;2021;17/06/2021;032081804093000;"PT ENERGI PELABUHAN INDONESIA";"GEDUNG PLN LT 1 JALAN YOS SUDARSO Blok 000 No.30 RT:006 RW:013 Kel.SUNTER JAYA Kec.TANJUNG PRIOK Kota/Kab.JAKARTA UTARA DKI JAKARTA 14360";35070840;3507084;0;;0;0;0;0;;000;4333299;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;2133561266;06;2021;17/06/2021;017439274046000;"PT ELECTRONIC DATA INTERCHANGE INDONESIA";"GEDUNG WISMA SMR LT. 10 JL. YOS SUDARSO KAV.89 Blok - No.- RT:009 RW:011 Kel.- Kec.- Kota/Kab.- - 00000";35070840;3507084;0;;0;0;0;0;;000;4333300;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;0042133561261;06;2021;17/06/2021;316505551093000;"PT. JASA PERALATAN PELABUHAN INDONESIA";"SENTRA BISNIS ARTHA GADING BLOK A-6A NO. 2, JL. BOULEVARD ARTHA GADING, JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";35070840;3507084;0;;0;0;0;0;;000;4333295;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;2133561268;06;2021;17/06/2021;032763096093000;"PT PENDIDIKAN MARITIM DAN LOGISTIK INDONESIA";"JL DEWI DEWI NO 1 RAWABADAK UTARA JAKARTA UTARA Blok 00 No.00 RT:000 RW:000 Kel.RAWABADAK UTARA Kec.TJ PRIOK Kota/Kab.0 DKI 14310";35070840;3507084;0;;0;0;0;0;;000;4333302;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35070840;1.0;35070840;0.0;35070840;3507084.0;0;0.0
FK;01;0;2133561269;06;2021;17/06/2021;032763070093000;"PT IPC TERMINAL PETIKEMAS ";"JL. PASOSO NO. 1 TANJUNG PRIOK-JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";37397160;3739716;0;;0;0;0;0;;000;4333303;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";37397160;1.0;37397160;0.0;37397160;3739716.0;0;0.0
FK;01;0;2133561270;06;2021;17/06/2021;018045344093000;"JO. KERJASAMA OPERASI PENGELOLAAN TERMINAL PETIKEMAS KOJA";"JL DIGUL Blok 000 No.1 RT:000 RW:000 Kel.- Kec.- Kota/Kab.JAKARTA UTARA - 00000";31320000;3132000;0;;0;0;0;0;;000;4333304;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";31320000;1.0;31320000;0.0;31320000;3132000.0;0;0.0
FK;01;0;2133561271;06;2021;17/06/2021;021066204093000;"PT MULTI TERMINAL INDONESIA";"JL. PULAU PAYUNG NO. 1 TANJUNG PRIOK-JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";35943480;3594348;0;;0;0;0;0;;000;4333305;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35943480;1.0;35943480;0.0;35943480;3594348.0;0;0.0
FK;01;0;2133561272;06;2021;17/06/2021;032763054093000;"PT. PELABUHAN TANJUNG PRIOK";"RAYA PELABUHAN Blok 0 No.9 RT:000 RW:000 Kel.TANJUNG PRIOK Kec.TANJUNG PRIOK Kota/Kab.JAKARTA UTARA DKI JAKARTA 14310";39960000;3996000;0;;0;0;0;0;;000;4333306;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";39960000;1.0;39960000;0.0;39960000;3996000.0;0;0.0
FK;01;0;2133561267;06;2021;17/06/2021;032763062093000;"PT JASA ARMADA INDONESIA";"PENDOPO GEDUNG RUKINDO, JL. RAYA ANCOL BARU-JAKARTA UTARA Blok - No.- RT:000 RW:000 Kel.- Kec.- Kota/Kab.- - 00000";35943480;3594348;0;;0;0;0;0;;000;4333301;;;
OF;;"Pembayaran Manajemen Fee Bulan Juli 2021";35943480;1.0;35943480;0.0;35943480;3594348.0;0;0.0
